act Pair,Accuracy Subset,Accuracy Subset + Const,Improvement Subset,Number of Test Examples,Number of Train Examples
The Avett Brothers vs Josiah & The Bonnevilles,1.0,1.0,0.0,6,20
The Avett Brothers vs Sarah Jarosz,0.875,0.875,0.0,8,30
Collective Soul vs Matchbox Twenty,0.8181818181818182,0.8181818181818182,0.0,11,41
Collective Soul vs Lee Brice,0.5,0.5,0.0,10,37
Collective Soul vs Rod Stewart,0.8888888888888888,0.8888888888888888,0.0,9,36
The Avett Brothers vs HEALTH,1.0,1.0,0.0,5,16
Collective Soul vs Little River Band,0.4,0.4,0.0,10,40
Collective Soul vs Lady A,0.75,0.75,0.0,8,32
The Avett Brothers vs Zakk Sabbath,0.9090909090909091,0.9090909090909091,0.0,11,41
The Avett Brothers vs Neck Deep,0.8888888888888888,0.8888888888888888,0.0,9,34
Collective Soul vs Boyz II Men,0.5,0.5,0.0,8,29
Collective Soul vs Salebarbes,0.8,0.8,0.0,5,20
Collective Soul vs Parmalee,0.875,0.875,0.0,8,29
Collective Soul vs Country Thunder,0.8571428571428571,0.8571428571428571,0.0,7,27
Collective Soul vs Johnny Mathis,0.7142857142857143,0.7142857142857143,0.0,7,26
Collective Soul vs El Alfa,0.8333333333333334,0.8333333333333334,0.0,6,24
Collective Soul vs Hardy,0.7777777777777778,0.7777777777777778,0.0,9,35
Collective Soul vs Luke Combs,1.0,1.0,0.0,6,22
Collective Soul vs Clint Black,0.7272727272727273,0.7272727272727273,0.0,11,44
Collective Soul vs Cody Johnson,0.5555555555555556,0.5555555555555556,0.0,9,33
The Avett Brothers vs Ministry,1.0,1.0,0.0,5,18
Collective Soul vs Paul Thorn,1.0,1.0,0.0,7,27
The Avett Brothers vs Morat,1.0,1.0,0.0,8,28
Collective Soul vs Ed Sheeran,1.0,1.0,0.0,10,36
Matchbox Twenty vs Destin Conrad,1.0,1.0,0.0,10,36
Matchbox Twenty vs Sam Barber,0.875,0.875,0.0,8,29
Matchbox Twenty vs Go Ahead And Die,0.9,0.9,0.0,10,40
Matchbox Twenty vs Municipal Waste,0.9,0.9,0.0,10,36
Matchbox Twenty vs Otoboke Beaver,1.0,1.0,0.0,8,32
Matchbox Twenty vs G. Love & Special Sauce,1.0,1.0,0.0,10,39
Matchbox Twenty vs Chelsea Cutler,1.0,1.0,0.0,9,35
Matchbox Twenty vs The Strumbellas,1.0,1.0,0.0,8,29
Matchbox Twenty vs The Kills,1.0,1.0,0.0,11,43
Matchbox Twenty vs Katy Kirby,1.0,1.0,0.0,9,35
Matchbox Twenty vs Hannah Wicklund,1.0,1.0,0.0,9,34
Matchbox Twenty vs The Ocean,1.0,1.0,0.0,9,34
Matchbox Twenty vs TALK,1.0,1.0,0.0,7,28
The Avett Brothers vs Holding Absence,1.0,1.0,0.0,8,32
Matchbox Twenty vs Tornillo,1.0,1.0,0.0,9,32
Matchbox Twenty vs Kaivon,1.0,1.0,0.0,9,35
Matchbox Twenty vs Mariah the Scientist,1.0,1.0,0.0,7,26
Matchbox Twenty vs Mary Timony,1.0,1.0,0.0,7,28
The Avett Brothers vs Em Beihold,1.0,1.0,0.0,6,21
Matchbox Twenty vs Mom Jeans.,1.0,1.0,0.0,7,28
Matchbox Twenty vs Oliver Anthony,0.875,0.875,0.0,8,28
Matchbox Twenty vs Porno for Pyros,0.8888888888888888,0.8888888888888888,0.0,9,34
Matchbox Twenty vs Evan Dando,1.0,1.0,0.0,9,34
Matchbox Twenty vs Twin Temple,0.8888888888888888,0.8888888888888888,0.0,9,36
Matchbox Twenty vs Beach Weather,1.0,1.0,0.0,7,27
Matchbox Twenty vs Bianca Del Rio,1.0,1.0,0.0,8,29
Matchbox Twenty vs Real Estate,1.0,1.0,0.0,7,28
Matchbox Twenty vs Militarie Gun,0.9090909090909091,0.9090909090909091,0.0,11,44
Matchbox Twenty vs Chappell Roan,1.0,1.0,0.0,15,56
Matchbox Twenty vs Corey Taylor,1.0,1.0,0.0,11,43
Collective Soul vs Turnpike Troubadours,0.9,0.9,0.0,10,36
Matchbox Twenty vs Wu-Tang Clan,0.6363636363636364,0.6363636363636364,0.0,11,41
Matchbox Twenty vs The Doo Wop Project,1.0,1.0,0.0,9,33
Matchbox Twenty vs Ludacris,0.9166666666666666,0.9166666666666666,0.0,12,46
Matchbox Twenty vs Indigo Girls,1.0,1.0,0.0,12,47
Matchbox Twenty vs Claire Rosinkranz,1.0,1.0,0.0,8,29
Matchbox Twenty vs Caifanes,0.8888888888888888,0.8888888888888888,0.0,9,34
Matchbox Twenty vs The Struts,1.0,1.0,0.0,17,64
Matchbox Twenty vs Santa Fe Klan,0.9166666666666666,0.9166666666666666,0.0,12,46
Matchbox Twenty vs Thomas Rhett,0.7692307692307693,0.7692307692307693,0.0,13,49
Matchbox Twenty vs Mudhoney,1.0,1.0,0.0,11,41
Matchbox Twenty vs Killer Queen - A Tribute to Queen,0.9285714285714286,0.9285714285714286,0.0,14,53
Matchbox Twenty vs Kenny G,0.9090909090909091,0.9090909090909091,0.0,11,42
Matchbox Twenty vs Rebelution,0.9230769230769231,0.9230769230769231,0.0,13,51
Matchbox Twenty vs The Teskey Brothers,1.0,1.0,0.0,11,42
Matchbox Twenty vs Casting Crowns,1.0,1.0,0.0,11,43
Matchbox Twenty vs Pink Martini,0.9285714285714286,0.9285714285714286,0.0,14,53
Matchbox Twenty vs Sam Hunt,0.8571428571428571,0.8571428571428571,0.0,14,53
Matchbox Twenty vs Lionel Richie,0.7272727272727273,0.7272727272727273,0.0,11,43
Matchbox Twenty vs Jenny Lewis,1.0,1.0,0.0,11,42
Matchbox Twenty vs Kip Moore,0.9166666666666666,0.9166666666666666,0.0,12,47
Matchbox Twenty vs Slightly Stoopid,0.8461538461538461,0.8461538461538461,0.0,13,52
Matchbox Twenty vs The Tallest Man On Earth,1.0,1.0,0.0,12,48
Matchbox Twenty vs Tegan and Sara,0.9,0.9,0.0,10,37
Matchbox Twenty vs Subtronics,0.9230769230769231,0.9230769230769231,0.0,13,49
Matchbox Twenty vs Sierra Ferrell,1.0,1.0,0.0,8,31
Matchbox Twenty vs Ty Segall,0.8888888888888888,0.8888888888888888,0.0,9,35
Matchbox Twenty vs Little Feat,0.9230769230769231,0.9230769230769231,0.0,13,52
Matchbox Twenty vs The Doobie Brothers,0.9333333333333333,0.9333333333333333,0.0,15,58
Matchbox Twenty vs The Fab Four - The Ultimate Tribute,0.9444444444444444,0.9444444444444444,0.0,18,71
Matchbox Twenty vs Lettuce,1.0,1.0,0.0,14,54
Matchbox Twenty vs Red Hot Chilli Pipers,0.875,0.875,0.0,8,28
Matchbox Twenty vs Shakey Graves,0.9375,0.9375,0.0,16,64
Matchbox Twenty vs Ben Folds,0.8666666666666667,0.8666666666666667,0.0,15,58
Matchbox Twenty vs The Black Jacket Symphony,1.0,1.0,0.0,19,76
Matchbox Twenty vs Trombone Shorty & Orleans Avenue,0.8461538461538461,0.8461538461538461,0.0,13,48
Matchbox Twenty vs California Dreamin,1.0,1.0,0.0,9,33
Matchbox Twenty vs Koe Wetzel,1.0,1.0,0.0,13,50
Matchbox Twenty vs Geoff Tate,1.0,1.0,0.0,12,46
Matchbox Twenty vs Lainey Wilson,0.9,0.9,0.0,10,38
Matchbox Twenty vs Zoso (Led Zeppelin Tribute),1.0,1.0,0.0,14,53
Matchbox Twenty vs Almost Queen,0.9166666666666666,0.9166666666666666,0.0,12,44
Matchbox Twenty vs Ricky Skaggs,0.8,0.8,0.0,10,39
Matchbox Twenty vs Tusk - Tribute To Fleetwood Mac	,1.0,1.0,0.0,11,42
Matchbox Twenty vs Pentatonix,0.875,0.875,0.0,16,63
Matchbox Twenty vs Cigarettes After Sex,0.8333333333333334,0.8333333333333334,0.0,12,47
Matchbox Twenty vs Jinkx Monsoon,0.9047619047619048,0.9047619047619048,0.0,21,84
Matchbox Twenty vs Los Tigres del Norte,0.9,0.9,0.0,10,39
Matchbox Twenty vs Yacht Rock Revue,1.0,1.0,0.0,14,54
Matchbox Twenty vs Billy Joel,1.0,1.0,0.0,10,38
Matchbox Twenty vs Umphrey's McGee,0.8571428571428571,0.8571428571428571,0.0,14,55
Matchbox Twenty vs Riley Green,0.9166666666666666,0.9166666666666666,0.0,12,45
Matchbox Twenty vs Celebrating David Bowie,1.0,1.0,0.0,8,29
Matchbox Twenty vs Joe Russo's Almost Dead,0.8181818181818182,0.8181818181818182,0.0,11,44
Matchbox Twenty vs Marcus King,1.0,1.0,0.0,12,45
Matchbox Twenty vs Steve Hofstetter,1.0,1.0,0.0,10,40
Matchbox Twenty vs Charley Crockett,1.0,1.0,0.0,10,39
Matchbox Twenty vs Peter Gabriel,0.75,0.75,0.0,12,44
Matchbox Twenty vs Staind,1.0,1.0,0.0,8,32
Matchbox Twenty vs Samantha Fish,0.8461538461538461,0.8461538461538461,0.0,13,49
Matchbox Twenty vs We Came As Romans,1.0,1.0,0.0,13,48
Matchbox Twenty vs Collie Buddz,1.0,1.0,0.0,10,36
Matchbox Twenty vs The Wallflowers,0.9166666666666666,0.9166666666666666,0.0,12,45
Matchbox Twenty vs Dogs In A Pile,1.0,1.0,0.0,11,43
Matchbox Twenty vs Sir Chloe,1.0,1.0,0.0,8,32
Matchbox Twenty vs Al Stewart,0.9090909090909091,0.9090909090909091,0.0,11,42
Matchbox Twenty vs Marisela,1.0,1.0,0.0,10,37
Matchbox Twenty vs The Bright Light Social Hour,1.0,1.0,0.0,9,35
Matchbox Twenty vs Chromeo,1.0,1.0,0.0,11,42
Matchbox Twenty vs The Temptations,1.0,1.0,0.0,13,49
Matchbox Twenty vs Dave Koz,0.8333333333333334,0.8333333333333334,0.0,12,46
Matchbox Twenty vs Pat Metheny,1.0,1.0,0.0,13,50
Matchbox Twenty vs Flipturn,1.0,1.0,0.0,8,29
Matchbox Twenty vs A Flock of Seagulls,1.0,1.0,0.0,10,38
Matchbox Twenty vs Toad the Wet Sprocket,0.9166666666666666,0.9166666666666666,0.0,12,45
Matchbox Twenty vs Musiq Soulchild,1.0,1.0,0.0,9,33
Matchbox Twenty vs Jesse Cook,0.9230769230769231,0.9230769230769231,0.0,13,50
Matchbox Twenty vs Emo Nite,1.0,1.0,0.0,16,60
Matchbox Twenty vs Alan Doyle,1.0,1.0,0.0,9,32
Matchbox Twenty vs Pepe Aguilar,0.9090909090909091,0.9090909090909091,0.0,11,40
Matchbox Twenty vs Mo Lowda & The Humble,1.0,1.0,0.0,10,39
Matchbox Twenty vs Girl Named Tom,0.9230769230769231,0.9230769230769231,0.0,13,48
Matchbox Twenty vs Soulja Boy,0.9,0.9,0.0,10,39
Matchbox Twenty vs Scotty McCreery,1.0,1.0,0.0,14,54
Matchbox Twenty vs Maoli,0.625,0.625,0.0,8,28
Matchbox Twenty vs My Life With The Thrill Kill Kult,0.8888888888888888,0.8888888888888888,0.0,9,35
Matchbox Twenty vs Parliament Funkadelic,1.0,1.0,0.0,12,48
Matchbox Twenty vs Ryan Adams & The Cardinals,0.9090909090909091,0.9090909090909091,0.0,11,43
Matchbox Twenty vs Powerman 5000,1.0,1.0,0.0,10,38
Matchbox Twenty vs Half Moon Run,0.9166666666666666,0.9166666666666666,0.0,12,45
Matchbox Twenty vs Phil Wickham,0.8181818181818182,0.8181818181818182,0.0,11,42
Matchbox Twenty vs Classic Albums Live,0.9230769230769231,0.9230769230769231,0.0,13,50
Matchbox Twenty vs Jake Shimabukuro,0.9090909090909091,0.9090909090909091,0.0,11,40
Matchbox Twenty vs Los Lonely Boys,1.0,1.0,0.0,12,46
Matchbox Twenty vs Between The Buried And Me,0.9230769230769231,0.9230769230769231,0.0,13,51
Matchbox Twenty vs Drake,0.9545454545454546,0.9545454545454546,0.0,22,86
Matchbox Twenty vs Declan McKenna,0.9230769230769231,0.9230769230769231,0.0,13,48
Matchbox Twenty vs Frankie Valli And The Four Seasons,0.9090909090909091,0.9090909090909091,0.0,11,43
Matchbox Twenty vs Marca MP,0.9090909090909091,0.9090909090909091,0.0,11,42
Matchbox Twenty vs Chicago (Band),0.8823529411764706,0.8823529411764706,0.0,17,65
Matchbox Twenty vs Carly Pearce,0.9166666666666666,0.9166666666666666,0.0,12,44
Matchbox Twenty vs Amyl and The Sniffers,1.0,1.0,0.0,10,40
Matchbox Twenty vs Deer Tick,1.0,1.0,0.0,12,45
Matchbox Twenty vs Alanis Morissette,1.0,1.0,0.0,7,27
Matchbox Twenty vs Jordan Davis,0.9166666666666666,0.9166666666666666,0.0,12,45
Matchbox Twenty vs Judy Collins,0.8461538461538461,0.8461538461538461,0.0,13,48
Matchbox Twenty vs Matt and Kim,0.9166666666666666,0.9166666666666666,0.0,12,44
Matchbox Twenty vs Hozier,0.6923076923076923,0.6923076923076923,0.0,13,48
Matchbox Twenty vs Wayne Newton,1.0,1.0,0.0,10,40
Matchbox Twenty vs Tommy Emmanuel,0.9375,0.9375,0.0,16,60
Matchbox Twenty vs Los Temerarios,0.8,0.8,0.0,10,37
Matchbox Twenty vs The Taylor Party- Taylor Swift Night,1.0,1.0,0.0,13,52
Matchbox Twenty vs Sammy Rae & The Friends,1.0,1.0,0.0,14,56
Matchbox Twenty vs Stephen Marley,1.0,1.0,0.0,12,46
Matchbox Twenty vs Rodrigo Y Gabriela,0.7777777777777778,0.7777777777777778,0.0,9,32
Matchbox Twenty vs Wizkid,1.0,1.0,0.0,7,28
Matchbox Twenty vs Phish,0.8235294117647058,0.8235294117647058,0.0,17,64
Matchbox Twenty vs The Dead South,1.0,1.0,0.0,12,44
Matchbox Twenty vs Bee Gees Gold,0.9,0.9,0.0,10,36
Matchbox Twenty vs Southside Johnny & The Asbury Jukes,0.9090909090909091,0.9090909090909091,0.0,11,40
Matchbox Twenty vs Flatland Cavalry,1.0,1.0,0.0,15,56
Matchbox Twenty vs The National,0.7272727272727273,0.7272727272727273,0.0,11,40
Matchbox Twenty vs The Bouncing Souls,1.0,1.0,0.0,10,40
Matchbox Twenty vs Tab Benoit,1.0,1.0,0.0,14,56
Matchbox Twenty vs RBD,0.9230769230769231,0.9230769230769231,0.0,13,48
Matchbox Twenty vs The Carolina Opry,1.0,1.0,0.0,29,113
Matchbox Twenty vs Igorrr,1.0,1.0,0.0,11,44
Matchbox Twenty vs Beck,0.9090909090909091,0.9090909090909091,0.0,11,42
Matchbox Twenty vs Kansas,1.0,1.0,0.0,16,61
Matchbox Twenty vs Steve Miller Band,1.0,1.0,0.0,14,52
Matchbox Twenty vs Beyonce,0.7857142857142857,0.7857142857142857,0.0,14,56
Matchbox Twenty vs 38 Special,0.8181818181818182,0.8181818181818182,0.0,11,43
Matchbox Twenty vs Stephen Sanchez,0.9333333333333333,0.9333333333333333,0.0,15,57
Matchbox Twenty vs Yachtley Crew,1.0,1.0,0.0,10,39
Matchbox Twenty vs Travis Tritt,0.9230769230769231,0.9230769230769231,0.0,13,52
Matchbox Twenty vs AJR,1.0,1.0,0.0,7,27
Matchbox Twenty vs Citizen,0.9166666666666666,0.9166666666666666,0.0,12,47
Matchbox Twenty vs Dave Matthews Band,0.6666666666666666,0.6666666666666666,0.0,15,58
Matchbox Twenty vs Coheed and Cambria,0.9090909090909091,0.9090909090909091,0.0,11,41
Matchbox Twenty vs Tyler Hubbard,0.9166666666666666,0.9166666666666666,0.0,12,47
Matchbox Twenty vs Blues Traveler,0.9333333333333333,0.9333333333333333,0.0,15,56
Matchbox Twenty vs Postmodern Jukebox,0.9375,0.9375,0.0,16,64
Matchbox Twenty vs The Oak Ridge Boys,1.0,1.0,0.0,13,51
Matchbox Twenty vs One Night of Queen,0.9090909090909091,0.9090909090909091,0.0,11,40
Matchbox Twenty vs David Foster,1.0,1.0,0.0,10,40
Matchbox Twenty vs Yellowcard,0.7692307692307693,0.7692307692307693,0.0,13,50
Matchbox Twenty vs The Head and the Heart,0.9411764705882353,0.9411764705882353,0.0,17,65
Matchbox Twenty vs Eric Church,0.7142857142857143,0.7142857142857143,0.0,14,54
Matchbox Twenty vs The Postal Service,0.5833333333333334,0.5833333333333334,0.0,12,47
Matchbox Twenty vs Rumours - The Ultimate Fleetwood Mac Tribute	,1.0,1.0,0.0,12,46
Matchbox Twenty vs Gregory Alan Isakov,1.0,1.0,0.0,15,56
Matchbox Twenty vs Janet Jackson,0.625,0.625,0.0,8,28
Matchbox Twenty vs Snarky Puppy,1.0,1.0,0.0,10,39
Matchbox Twenty vs Ne Obliviscaris,1.0,1.0,0.0,12,47
Matchbox Twenty vs Engelbert Humperdinck,1.0,1.0,0.0,10,38
Matchbox Twenty vs The Guess Who,1.0,1.0,0.0,11,42
Matchbox Twenty vs Gipsy Kings featuring Nicolas Reyes,0.8333333333333334,0.8333333333333334,0.0,12,48
Matchbox Twenty vs Air Supply,0.9444444444444444,0.9444444444444444,0.0,18,71
Matchbox Twenty vs Death Grips,0.7692307692307693,0.7692307692307693,0.0,13,52
Matchbox Twenty vs Keith Sweat,0.8,0.8,0.0,10,36
Matchbox Twenty vs 1964 The Tribute,1.0,1.0,0.0,11,42
Matchbox Twenty vs Michael W. Smith,1.0,1.0,0.0,9,32
Matchbox Twenty vs Sam Smith,0.8181818181818182,0.8181818181818182,0.0,11,43
Matchbox Twenty vs Aerosmith,0.875,0.875,0.0,8,29
Matchbox Twenty vs The Mission UK,0.9090909090909091,0.9090909090909091,0.0,11,41
Matchbox Twenty vs Chase Rice,1.0,1.0,0.0,11,40
Matchbox Twenty vs Daniel O'Donnell,1.0,1.0,0.0,13,50
Matchbox Twenty vs Croce Plays Croce,1.0,1.0,0.0,12,47
Matchbox Twenty vs Greensky Bluegrass,0.9411764705882353,0.9411764705882353,0.0,17,67
Matchbox Twenty vs Jake Owen,1.0,1.0,0.0,11,42
Matchbox Twenty vs Reverend Horton Heat,1.0,1.0,0.0,9,36
Matchbox Twenty vs Sylvan Esso,0.9230769230769231,0.9230769230769231,0.0,13,49
Matchbox Twenty vs The Mavericks,0.9285714285714286,0.9285714285714286,0.0,14,52
Matchbox Twenty vs Bronco,0.9090909090909091,0.9090909090909091,0.0,11,42
Matchbox Twenty vs Young The Giant,0.9333333333333333,0.9333333333333333,0.0,15,57
Matchbox Twenty vs Morgan Wade,1.0,1.0,0.0,10,40
Matchbox Twenty vs Depeche Mode,0.6923076923076923,0.6923076923076923,0.0,13,49
Matchbox Twenty vs Kane Brown,0.7777777777777778,0.7777777777777778,0.0,9,34
Matchbox Twenty vs Kenny Wayne Shepherd,0.9285714285714286,0.9285714285714286,0.0,14,52
Matchbox Twenty vs Grand Funk Railroad,1.0,1.0,0.0,12,45
Matchbox Twenty vs Darius Rucker,0.9090909090909091,0.9090909090909091,0.0,11,44
Matchbox Twenty vs Joe Bonamassa,0.8,0.8,0.0,15,56
Matchbox Twenty vs Trae Crowder,0.9,0.9,0.0,10,37
Matchbox Twenty vs Gary Allan,1.0,1.0,0.0,10,36
Matchbox Twenty vs Nitty Gritty Dirt Band,1.0,1.0,0.0,10,38
Matchbox Twenty vs Lotus,1.0,1.0,0.0,10,40
Matchbox Twenty vs ABBA Mania,1.0,1.0,0.0,20,79
Matchbox Twenty vs Electric Callboy,0.9,0.9,0.0,10,38
Matchbox Twenty vs Say Anything,1.0,1.0,0.0,8,30
Matchbox Twenty vs Rumours,0.9166666666666666,0.9166666666666666,0.0,12,46
Matchbox Twenty vs Badfish: A Tribute To Sublime,1.0,1.0,0.0,14,54
Matchbox Twenty vs Giant Rooks,1.0,1.0,0.0,8,28
Matchbox Twenty vs Jacob Collier,1.0,1.0,0.0,7,28
Matchbox Twenty vs Maxwell,1.0,1.0,0.0,11,41
Matchbox Twenty vs Nickel Creek,1.0,1.0,0.0,16,61
Matchbox Twenty vs Alejandro Fernandez,0.9090909090909091,0.9090909090909091,0.0,11,41
Matchbox Twenty vs Metallica,0.9090909090909091,0.9090909090909091,0.0,11,42
Matchbox Twenty vs Carbon Leaf,0.9230769230769231,0.9230769230769231,0.0,13,48
Matchbox Twenty vs Chris Botti,0.9166666666666666,0.9166666666666666,0.0,12,47
Matchbox Twenty vs The Chicks,0.7692307692307693,0.7692307692307693,0.0,13,49
Matchbox Twenty vs Buddy Guy,0.8823529411764706,0.8823529411764706,0.0,17,66
Matchbox Twenty vs Sting,0.5833333333333334,0.5833333333333334,0.0,12,47
Matchbox Twenty vs Train,1.0,1.0,0.0,15,56
Matchbox Twenty vs Spyro Gyra,1.0,1.0,0.0,10,38
Matchbox Twenty vs Les Claypool,0.9166666666666666,0.9166666666666666,0.0,12,47
Matchbox Twenty vs George Thorogood & The Destroyers,1.0,1.0,0.0,13,49
Matchbox Twenty vs REO Speedwagon,1.0,1.0,0.0,11,41
Matchbox Twenty vs Rob Zombie,0.45454545454545453,0.45454545454545453,0.0,11,43
Matchbox Twenty vs Mt. Joy,0.9285714285714286,0.9285714285714286,0.0,14,56
Matchbox Twenty vs Morgan Wallen,0.8666666666666667,0.8666666666666667,0.0,15,57
Matchbox Twenty vs Clannad,0.9,0.9,0.0,10,39
Matchbox Twenty vs Pixies,1.0,1.0,0.0,12,46
Matchbox Twenty vs Josh Turner,1.0,1.0,0.0,12,46
Matchbox Twenty vs Bryan Adams,0.7692307692307693,0.7692307692307693,0.0,13,52
Matchbox Twenty vs Thrice,1.0,1.0,0.0,10,40
Matchbox Twenty vs Chris Stapleton,0.38461538461538464,0.38461538461538464,0.0,13,52
Matchbox Twenty vs Hairball,1.0,1.0,0.0,13,52
Matchbox Twenty vs Mary Chapin Carpenter,0.9230769230769231,0.9230769230769231,0.0,13,49
Matchbox Twenty vs Michael Franti & Spearhead,0.9166666666666666,0.9166666666666666,0.0,12,48
Matchbox Twenty vs Natalie Merchant,0.8888888888888888,0.8888888888888888,0.0,9,34
Matchbox Twenty vs Turnpike Troubadours,1.0,1.0,0.0,12,46
Matchbox Twenty vs Osees,1.0,1.0,0.0,10,38
Matchbox Twenty vs The Time Jumpers,0.9230769230769231,0.9230769230769231,0.0,13,50
Matchbox Twenty vs Dwight Yoakam,1.0,1.0,0.0,13,49
Matchbox Twenty vs Herman's Hermits,0.8888888888888888,0.8888888888888888,0.0,9,34
Matchbox Twenty vs Happy Together Tour,0.9090909090909091,0.9090909090909091,0.0,11,43
Matchbox Twenty vs Gladys Knight,0.9166666666666666,0.9166666666666666,0.0,12,48
Matchbox Twenty vs Jason Mraz,0.7272727272727273,0.7272727272727273,0.0,11,44
Matchbox Twenty vs Diana Krall,0.9230769230769231,0.9230769230769231,0.0,13,52
Matchbox Twenty vs Clutch,1.0,1.0,0.0,12,48
Matchbox Twenty vs Andrew McMahon In The Wilderness,1.0,1.0,0.0,16,62
Matchbox Twenty vs Protest The Hero,1.0,1.0,0.0,12,44
Matchbox Twenty vs Gregorian,1.0,1.0,0.0,9,33
Matchbox Twenty vs Atmosphere,1.0,1.0,0.0,12,44
Matchbox Twenty vs Ashley McBryde,0.9230769230769231,0.9230769230769231,0.0,13,49
Matchbox Twenty vs Alexandra Kay,0.9230769230769231,0.9230769230769231,0.0,13,52
Matchbox Twenty vs Dustin Lynch,1.0,1.0,0.0,8,32
Matchbox Twenty vs Extreme,0.9090909090909091,0.9090909090909091,0.0,11,41
Matchbox Twenty vs The Musical Box,0.9,0.9,0.0,10,40
Matchbox Twenty vs Collective Soul,0.8181818181818182,0.8181818181818182,0.0,11,41
Matchbox Twenty vs Joy Oladokun,1.0,1.0,0.0,12,47
Matchbox Twenty vs Stop Light Observations,1.0,1.0,0.0,12,45
Matchbox Twenty vs The Front Bottoms,0.9333333333333333,0.9333333333333333,0.0,15,58
Matchbox Twenty vs Ben Rector,1.0,1.0,0.0,10,38
Matchbox Twenty vs The Mars Volta,0.9090909090909091,0.9090909090909091,0.0,11,40
Matchbox Twenty vs Keller Williams,1.0,1.0,0.0,10,38
Matchbox Twenty vs Jodeci,0.9090909090909091,0.9090909090909091,0.0,11,44
Matchbox Twenty vs Cole Swindell,1.0,1.0,0.0,10,36
Matchbox Twenty vs Blue October,1.0,1.0,0.0,17,67
Matchbox Twenty vs NEEDTOBREATHE,0.8571428571428571,0.8571428571428571,0.0,14,52
Matchbox Twenty vs Ernest,1.0,1.0,0.0,9,35
Matchbox Twenty vs Paul Cauthen,0.9285714285714286,0.9285714285714286,0.0,14,53
Matchbox Twenty vs Tash Sultana,1.0,1.0,0.0,12,47
Matchbox Twenty vs 6LACK,1.0,1.0,0.0,13,50
Matchbox Twenty vs All Time Low,0.9166666666666666,0.9166666666666666,0.0,12,45
Matchbox Twenty vs Noah Reid,0.9166666666666666,0.9166666666666666,0.0,12,44
Matchbox Twenty vs LSDREAM,1.0,1.0,0.0,13,50
Matchbox Twenty vs IDK,1.0,1.0,0.0,11,42
Matchbox Twenty vs Lee Brice,0.9166666666666666,0.9166666666666666,0.0,12,47
Matchbox Twenty vs Squid,1.0,1.0,0.0,10,38
Matchbox Twenty vs Thundercat,0.9090909090909091,0.9090909090909091,0.0,11,40
Matchbox Twenty vs Warren Zeiders,0.8666666666666667,0.8666666666666667,0.0,15,57
Matchbox Twenty vs moe.,0.9230769230769231,0.9230769230769231,0.0,13,48
Matchbox Twenty vs Steve Byrne,1.0,1.0,0.0,8,32
Matchbox Twenty vs Gov't Mule,0.9411764705882353,0.9411764705882353,0.0,17,65
Matchbox Twenty vs Babytron,1.0,1.0,0.0,12,48
Matchbox Twenty vs Sam Roberts Band,1.0,1.0,0.0,10,37
Matchbox Twenty vs Hotel California - A Salute to the Eagles,0.8,0.8,0.0,10,39
Matchbox Twenty vs Cian Ducrot,1.0,1.0,0.0,10,39
Matchbox Twenty vs Charles Wesley Godwin,1.0,1.0,0.0,11,43
Matchbox Twenty vs Queensryche,1.0,1.0,0.0,8,29
Matchbox Twenty vs Dark Star Orchestra,1.0,1.0,0.0,14,54
Matchbox Twenty vs GWAR,1.0,1.0,0.0,10,40
Matchbox Twenty vs The Lone Bellow,0.9166666666666666,0.9166666666666666,0.0,12,44
Matchbox Twenty vs Reggae Gold,1.0,1.0,0.0,13,48
Matchbox Twenty vs Disco Inferno,1.0,1.0,0.0,11,41
Matchbox Twenty vs Dylan Scott,1.0,1.0,0.0,12,48
Matchbox Twenty vs Brett Young,1.0,1.0,0.0,11,41
Matchbox Twenty vs Flogging Molly,1.0,1.0,0.0,15,57
Matchbox Twenty vs Eric Johnson,0.9166666666666666,0.9166666666666666,0.0,12,45
Matchbox Twenty vs Explosions in the Sky,1.0,1.0,0.0,14,52
Matchbox Twenty vs The Maine,0.9166666666666666,0.9166666666666666,0.0,12,46
Matchbox Twenty vs The Magnetic Fields,1.0,1.0,0.0,7,27
Matchbox Twenty vs Zach Bryan,1.0,1.0,0.0,7,26
Matchbox Twenty vs Drew Holcomb & The Neighbors,1.0,1.0,0.0,9,34
Matchbox Twenty vs Parkway Drive,0.9,0.9,0.0,10,36
Matchbox Twenty vs Marty Stuart,1.0,1.0,0.0,10,38
Matchbox Twenty vs Smokey Robinson,0.8888888888888888,0.8888888888888888,0.0,9,35
The Avett Brothers vs Nicki Minaj,1.0,1.0,0.0,5,16
Matchbox Twenty vs The Marshall Tucker Band,0.9166666666666666,0.9166666666666666,0.0,12,48
Matchbox Twenty vs Josh Ritter & The Royal City Band,0.8888888888888888,0.8888888888888888,0.0,9,36
Matchbox Twenty vs Russell Howard,1.0,1.0,0.0,9,36
Matchbox Twenty vs Colter Wall,0.8181818181818182,0.8181818181818182,0.0,11,44
Matchbox Twenty vs Charlotte Cardin,1.0,1.0,0.0,13,50
The Avett Brothers vs Bianca Del Rio,1.0,1.0,0.0,5,20
Matchbox Twenty vs Jai Wolf,1.0,1.0,0.0,14,56
