act Pair,Accuracy Subset,Accuracy Subset + Const,Improvement Subset,Number of Test Examples,Number of Train Examples
Gov't Mule vs Nickel Creek,0.6842105263157895,0.631578947368421,-0.052631578947368474,19,76
Gov't Mule vs Ben Folds,0.6842105263157895,0.631578947368421,-0.052631578947368474,19,72
Gov't Mule vs Train,0.8333333333333334,0.7777777777777778,-0.05555555555555558,18,71
Eric Johnson vs The Black Jacket Symphony,0.6111111111111112,0.5555555555555556,-0.05555555555555558,18,70
Collective Soul vs Straight No Chaser,0.7222222222222222,0.6666666666666666,-0.05555555555555558,18,70
Lee Brice vs Godsmack,0.7647058823529411,0.7058823529411765,-0.05882352941176461,17,67
Lee Brice vs Get The Led Out,0.6470588235294118,0.5882352941176471,-0.05882352941176472,17,66
Gov't Mule vs Hairball,0.9411764705882353,0.8823529411764706,-0.05882352941176472,17,66
Eric Johnson vs Get The Led Out,0.8235294117647058,0.7647058823529411,-0.05882352941176472,17,64
Gov't Mule vs The Oak Ridge Boys,0.8823529411764706,0.8235294117647058,-0.05882352941176472,17,65
Gov't Mule vs Clint Black,0.7058823529411765,0.6470588235294118,-0.05882352941176472,17,68
Matchbox Twenty vs Nickelback,0.6470588235294118,0.5882352941176471,-0.05882352941176472,17,64
Gov't Mule vs Travis Tritt,0.8235294117647058,0.7647058823529411,-0.05882352941176472,17,66
Gov't Mule vs Death Grips,0.7058823529411765,0.6470588235294118,-0.05882352941176472,17,66
Lee Brice vs Foreigner,0.9411764705882353,0.8823529411764706,-0.05882352941176472,17,65
Gov't Mule vs Ghost,0.9375,0.875,-0.0625,16,60
Lee Brice vs Counting Crows,0.9375,0.875,-0.0625,16,62
The Avett Brothers vs Air Supply,0.875,0.8125,-0.0625,16,61
Gov't Mule vs Les Claypool,0.75,0.6875,-0.0625,16,61
Gov't Mule vs Boy George,0.75,0.6875,-0.0625,16,61
Collective Soul vs Melissa Etheridge,0.6875,0.625,-0.0625,16,64
Gov't Mule vs We Came As Romans,0.8125,0.75,-0.0625,16,63
Lee Brice vs Parker McCollum,0.875,0.8125,-0.0625,16,63
Gov't Mule vs Carbon Leaf,0.6875,0.625,-0.0625,16,63
Gov't Mule vs The Chicks,0.875,0.8125,-0.0625,16,64
Lee Brice vs The Beach Boys,0.75,0.6875,-0.0625,16,60
Eric Johnson vs Blue October,0.8125,0.75,-0.0625,16,61
Gov't Mule vs Mary Chapin Carpenter,0.8125,0.75,-0.0625,16,64
Gov't Mule vs Croce Plays Croce,0.625,0.5625,-0.0625,16,61
Gov't Mule vs The Guess Who,0.9333333333333333,0.8666666666666667,-0.06666666666666665,15,56
Eric Johnson vs The Struts,0.7333333333333333,0.6666666666666666,-0.06666666666666665,15,59
Lee Brice vs Shakey Graves,0.6,0.5333333333333333,-0.06666666666666665,15,60
Eric Johnson vs 50 Cent,0.9333333333333333,0.8666666666666667,-0.06666666666666665,15,58
The Avett Brothers vs Foreigner,0.7333333333333333,0.6666666666666666,-0.06666666666666665,15,60
Collective Soul vs Blue October,0.7333333333333333,0.6666666666666666,-0.06666666666666665,15,57
Matchbox Twenty vs Enrique Iglesias,0.6666666666666666,0.6,-0.06666666666666665,15,56
Gov't Mule vs Banda MS,0.9333333333333333,0.8666666666666667,-0.06666666666666665,15,56
Lee Brice vs Postmodern Jukebox,0.7333333333333333,0.6666666666666666,-0.06666666666666665,15,60
Gov't Mule vs Sam Smith,0.9333333333333333,0.8666666666666667,-0.06666666666666665,15,57
Matchbox Twenty vs The Mountain Goats,1.0,0.9333333333333333,-0.06666666666666665,15,58
The Avett Brothers vs Counting Crows,0.6,0.5333333333333333,-0.06666666666666665,15,56
Eric Johnson vs Chicago (Band),0.8666666666666667,0.8,-0.06666666666666665,15,60
Collective Soul vs Billy Strings,0.9333333333333333,0.8666666666666667,-0.06666666666666665,15,56
The Avett Brothers vs Parker McCollum,0.8,0.7333333333333333,-0.06666666666666676,15,57
Lee Brice vs Tommy Emmanuel,0.8,0.7333333333333333,-0.06666666666666676,15,56
Gov't Mule vs Jake Owen,0.8,0.7333333333333333,-0.06666666666666676,15,56
Collective Soul vs Peso Pluma,0.8,0.7333333333333333,-0.06666666666666676,15,56
Lee Brice vs Lindsey Stirling,0.8,0.7333333333333333,-0.06666666666666676,15,59
Gov't Mule vs Jason Mraz,0.8,0.7333333333333333,-0.06666666666666676,15,58
Matchbox Twenty vs Pink,0.8,0.7333333333333333,-0.06666666666666676,15,60
Gov't Mule vs 1964 The Tribute,0.8,0.7333333333333333,-0.06666666666666676,15,56
Gov't Mule vs Thrice,0.7142857142857143,0.6428571428571429,-0.0714285714285714,14,54
Matchbox Twenty vs Snoop Dogg,0.7142857142857143,0.6428571428571429,-0.0714285714285714,14,54
Lee Brice vs Ben Folds,0.7857142857142857,0.7142857142857143,-0.0714285714285714,14,54
Lee Brice vs Warren Zeiders,0.7857142857142857,0.7142857142857143,-0.0714285714285714,14,53
Lee Brice vs 3 Doors Down,1.0,0.9285714285714286,-0.0714285714285714,14,53
Gov't Mule vs Alejandro Fernandez,0.8571428571428571,0.7857142857142857,-0.0714285714285714,14,56
Matchbox Twenty vs Widespread Panic,0.8571428571428571,0.7857142857142857,-0.0714285714285714,14,56
Gov't Mule vs Collective Soul,0.7142857142857143,0.6428571428571429,-0.0714285714285714,14,56
Eric Johnson vs Magic City Hippies,0.5714285714285714,0.5,-0.0714285714285714,14,55
Eric Johnson vs The Mountain Goats,0.7857142857142857,0.7142857142857143,-0.0714285714285714,14,52
Lee Brice vs Young The Giant,0.8571428571428571,0.7857142857142857,-0.0714285714285714,14,53
Collective Soul vs Gov't Mule,0.7142857142857143,0.6428571428571429,-0.0714285714285714,14,56
The Avett Brothers vs Grace Potter & The Nocturnals,0.8571428571428571,0.7857142857142857,-0.0714285714285714,14,52
Gov't Mule vs The Mission UK,1.0,0.9285714285714286,-0.0714285714285714,14,56
Gov't Mule vs Jethro Tull,0.7857142857142857,0.7142857142857143,-0.0714285714285714,14,52
The Avett Brothers vs Nickelback,0.8571428571428571,0.7857142857142857,-0.0714285714285714,14,55
Lee Brice vs Stephen Sanchez,0.7857142857142857,0.7142857142857143,-0.0714285714285714,14,53
Lee Brice vs Styx,0.7142857142857143,0.6428571428571429,-0.0714285714285714,14,53
The Avett Brothers vs Werq The World Tour,0.5714285714285714,0.5,-0.0714285714285714,14,52
Lee Brice vs Blues Traveler,0.35714285714285715,0.2857142857142857,-0.07142857142857145,14,52
Matchbox Twenty vs Wheeler Walker Jr.,0.9285714285714286,0.8571428571428571,-0.07142857142857151,14,52
Eric Johnson vs Pink,0.9285714285714286,0.8571428571428571,-0.07142857142857151,14,54
Lee Brice vs Lauren Daigle,0.9285714285714286,0.8571428571428571,-0.07142857142857151,14,55
Matchbox Twenty vs Dirty Heads,0.9285714285714286,0.8571428571428571,-0.07142857142857151,14,52
Matchbox Twenty vs Kidd G,0.9285714285714286,0.8571428571428571,-0.07142857142857151,14,52
Lee Brice vs Gregory Alan Isakov,0.6428571428571429,0.5714285714285714,-0.07142857142857151,14,52
Lee Brice vs Clint Black,0.5384615384615384,0.46153846153846156,-0.07692307692307687,13,49
Gov't Mule vs Kane Brown,1.0,0.9230769230769231,-0.07692307692307687,13,48
Lee Brice vs Baroness,0.8461538461538461,0.7692307692307693,-0.07692307692307687,13,49
Collective Soul vs Lauren Daigle,0.8461538461538461,0.7692307692307693,-0.07692307692307687,13,49
Eric Johnson vs Ann Wilson,0.6923076923076923,0.6153846153846154,-0.07692307692307687,13,52
Matchbox Twenty vs Renee Rapp,1.0,0.9230769230769231,-0.07692307692307687,13,50
Lee Brice vs Snoop Dogg,0.8461538461538461,0.7692307692307693,-0.07692307692307687,13,50
Lee Brice vs Amy Grant,0.5384615384615384,0.46153846153846156,-0.07692307692307687,13,52
Matchbox Twenty vs Tower of Power,1.0,0.9230769230769231,-0.07692307692307687,13,50
Lee Brice vs Dark Star Orchestra,0.6923076923076923,0.6153846153846154,-0.07692307692307687,13,50
Collective Soul vs Eric Nam,0.6923076923076923,0.6153846153846154,-0.07692307692307687,13,49
Lee Brice vs Shrek Rave,0.8461538461538461,0.7692307692307693,-0.07692307692307687,13,48
Lee Brice vs Big Time Rush,1.0,0.9230769230769231,-0.07692307692307687,13,50
Eric Johnson vs Ashnikko,1.0,0.9230769230769231,-0.07692307692307687,13,48
The Avett Brothers vs Rick Springfield,0.5384615384615384,0.46153846153846156,-0.07692307692307687,13,51
Collective Soul vs The Australian Pink Floyd Show,0.5384615384615384,0.46153846153846156,-0.07692307692307687,13,51
Collective Soul vs The Brook & The Bluff,0.8461538461538461,0.7692307692307693,-0.07692307692307687,13,50
Collective Soul vs The Mountain Goats,0.6923076923076923,0.6153846153846154,-0.07692307692307687,13,48
Matchbox Twenty vs The Hotelier,1.0,0.9230769230769231,-0.07692307692307687,13,48
Gov't Mule vs Dan + Shay,0.8461538461538461,0.7692307692307693,-0.07692307692307687,13,49
Lee Brice vs Hiss Golden Messenger,1.0,0.9230769230769231,-0.07692307692307687,13,50
Eric Johnson vs Train,0.8461538461538461,0.7692307692307693,-0.07692307692307687,13,51
Eric Johnson vs Hiss Golden Messenger,0.6923076923076923,0.6153846153846154,-0.07692307692307687,13,48
Collective Soul vs Johnny Cash - The Official Concert Experience,0.5384615384615384,0.46153846153846156,-0.07692307692307687,13,49
Matchbox Twenty vs Max & Iggor Cavalera,1.0,0.9230769230769231,-0.07692307692307687,13,50
The Avett Brothers vs The Doobie Brothers,0.5384615384615384,0.46153846153846156,-0.07692307692307687,13,48
Lee Brice vs Kenny Wayne Shepherd,0.6153846153846154,0.5384615384615384,-0.07692307692307698,13,48
Matchbox Twenty vs Steve Hackett,0.9230769230769231,0.8461538461538461,-0.07692307692307698,13,48
Lee Brice vs Badfish: A Tribute To Sublime,0.9230769230769231,0.8461538461538461,-0.07692307692307698,13,50
The Avett Brothers vs Lauren Daigle,0.9230769230769231,0.8461538461538461,-0.07692307692307698,13,49
The Avett Brothers vs Eric Nam,0.9230769230769231,0.8461538461538461,-0.07692307692307698,13,49
Collective Soul vs Static-X,0.7692307692307693,0.6923076923076923,-0.07692307692307698,13,49
Eric Johnson vs San Holo,0.7692307692307693,0.6923076923076923,-0.07692307692307698,13,50
The Avett Brothers vs Steel Panther,0.7692307692307693,0.6923076923076923,-0.07692307692307698,13,48
Gov't Mule vs Arrival From Sweden: The Music of ABBA,0.7692307692307693,0.6923076923076923,-0.07692307692307698,13,51
Lee Brice vs Eric Church,0.7692307692307693,0.6923076923076923,-0.07692307692307698,13,50
Matchbox Twenty vs Janelle Monae,0.9230769230769231,0.8461538461538461,-0.07692307692307698,13,49
Lee Brice vs Steve Miller Band,0.6153846153846154,0.5384615384615384,-0.07692307692307698,13,48
Collective Soul vs Steel Panther,0.7692307692307693,0.6923076923076923,-0.07692307692307698,13,48
Matchbox Twenty vs Christian Nodal,0.9230769230769231,0.8461538461538461,-0.07692307692307698,13,48
Eric Johnson vs Flogging Molly,0.7692307692307693,0.6923076923076923,-0.07692307692307698,13,52
Matchbox Twenty vs Lil Darkie,0.9230769230769231,0.8461538461538461,-0.07692307692307698,13,49
The Avett Brothers vs Kirk Franklin,0.7692307692307693,0.6923076923076923,-0.07692307692307698,13,50
Eric Johnson vs Clint Black,0.9166666666666666,0.8333333333333334,-0.08333333333333326,12,48
Lee Brice vs Matisyahu,0.6666666666666666,0.5833333333333334,-0.08333333333333326,12,47
The Avett Brothers vs Pigeons Playing Ping Pong,0.9166666666666666,0.8333333333333334,-0.08333333333333326,12,47
The Avett Brothers vs Ann Wilson,0.6666666666666666,0.5833333333333334,-0.08333333333333326,12,48
Lee Brice vs Little Feat,0.6666666666666666,0.5833333333333334,-0.08333333333333326,12,48
Collective Soul vs Scotty McCreery,0.6666666666666666,0.5833333333333334,-0.08333333333333326,12,44
Collective Soul vs San Holo,0.6666666666666666,0.5833333333333334,-0.08333333333333326,12,46
Lee Brice vs Zach Williams,0.6666666666666666,0.5833333333333334,-0.08333333333333326,12,48
Lee Brice vs Here Come The Mummies,0.6666666666666666,0.5833333333333334,-0.08333333333333326,12,45
Lee Brice vs Owl City,0.6666666666666666,0.5833333333333334,-0.08333333333333326,12,44
Collective Soul vs Lettuce,0.6666666666666666,0.5833333333333334,-0.08333333333333326,12,44
Matchbox Twenty vs Slander,0.9166666666666666,0.8333333333333334,-0.08333333333333326,12,45
Collective Soul vs Amy Grant,0.6666666666666666,0.5833333333333334,-0.08333333333333326,12,46
Lee Brice vs Dierks Bentley,0.9166666666666666,0.8333333333333334,-0.08333333333333326,12,44
Lee Brice vs Charlotte Cardin,0.6666666666666666,0.5833333333333334,-0.08333333333333326,12,46
Lee Brice vs The Hotelier,0.6666666666666666,0.5833333333333334,-0.08333333333333326,12,44
Lee Brice vs Koe Wetzel,0.25,0.16666666666666666,-0.08333333333333334,12,46
Eric Johnson vs The Brian Jonestown Massacre,0.8333333333333334,0.75,-0.08333333333333337,12,48
The Avett Brothers vs Ashnikko,0.8333333333333334,0.75,-0.08333333333333337,12,44
Matchbox Twenty vs Toosii,1.0,0.9166666666666666,-0.08333333333333337,12,44
Gov't Mule vs Michael W. Smith,0.8333333333333334,0.75,-0.08333333333333337,12,47
Lee Brice vs LSDREAM,0.75,0.6666666666666666,-0.08333333333333337,12,46
The Avett Brothers vs Dogstar,0.75,0.6666666666666666,-0.08333333333333337,12,45
The Avett Brothers vs The 1975,0.8333333333333334,0.75,-0.08333333333333337,12,45
Collective Soul vs 3 Doors Down,0.75,0.6666666666666666,-0.08333333333333337,12,48
Lee Brice vs Little River Band,0.5833333333333334,0.5,-0.08333333333333337,12,45
Lee Brice vs The Taylor Party- Taylor Swift Night,0.8333333333333334,0.75,-0.08333333333333337,12,48
The Avett Brothers vs Sammy Rae & The Friends,0.75,0.6666666666666666,-0.08333333333333337,12,46
Matchbox Twenty vs Thursday,1.0,0.9166666666666666,-0.08333333333333337,12,46
Lee Brice vs Hozier,0.8333333333333334,0.75,-0.08333333333333337,12,44
Collective Soul vs Dogstar,0.8333333333333334,0.75,-0.08333333333333337,12,45
Matchbox Twenty vs The Used,1.0,0.9166666666666666,-0.08333333333333337,12,48
The Avett Brothers vs Umphrey's McGee,0.8333333333333334,0.75,-0.08333333333333337,12,45
The Avett Brothers vs Warren Zeiders,0.5833333333333334,0.5,-0.08333333333333337,12,48
Lee Brice vs Zakk Sabbath,0.8333333333333334,0.75,-0.08333333333333337,12,47
The Avett Brothers vs Stephen Sanchez,0.8333333333333334,0.75,-0.08333333333333337,12,48
Lee Brice vs Del Water Gap,0.75,0.6666666666666666,-0.08333333333333337,12,45
Matchbox Twenty vs Justin Moore,1.0,0.9166666666666666,-0.08333333333333337,12,46
Eric Johnson vs The Menzingers,0.75,0.6666666666666666,-0.08333333333333337,12,48
Lee Brice vs Kevin Gates,0.8333333333333334,0.75,-0.08333333333333337,12,46
Matchbox Twenty vs KISS,0.8333333333333334,0.75,-0.08333333333333337,12,46
Lee Brice vs Muscadine Bloodline,0.75,0.6666666666666666,-0.08333333333333337,12,46
Matchbox Twenty vs Escape The Fate,1.0,0.9166666666666666,-0.08333333333333337,12,45
Gov't Mule vs Martin Barre,0.75,0.6666666666666666,-0.08333333333333337,12,46
Lee Brice vs Rebelution,0.8333333333333334,0.75,-0.08333333333333337,12,47
Lee Brice vs The Temptations,0.75,0.6666666666666666,-0.08333333333333337,12,45
Collective Soul vs Big Time Rush,1.0,0.9166666666666666,-0.08333333333333337,12,44
Matchbox Twenty vs Vacations,1.0,0.9166666666666666,-0.08333333333333337,12,48
Matchbox Twenty vs Ghost,0.75,0.6666666666666666,-0.08333333333333337,12,46
The Avett Brothers vs Rod Wave,1.0,0.9166666666666666,-0.08333333333333337,12,45
The Avett Brothers vs Jon Pardi,0.5833333333333334,0.5,-0.08333333333333337,12,45
Matchbox Twenty vs Dope Lemon,0.9090909090909091,0.8181818181818182,-0.09090909090909083,11,41
Collective Soul vs Queens Of The Stone Age,0.9090909090909091,0.8181818181818182,-0.09090909090909083,11,43
Eric Johnson vs Thursday,0.9090909090909091,0.8181818181818182,-0.09090909090909083,11,40
Lee Brice vs The Happy Fits,0.9090909090909091,0.8181818181818182,-0.09090909090909083,11,43
Collective Soul vs Kevin Gates,0.9090909090909091,0.8181818181818182,-0.09090909090909083,11,40
Lee Brice vs Guns N' Roses,0.9090909090909091,0.8181818181818182,-0.09090909090909083,11,42
Matchbox Twenty vs Ocie Elliott,0.9090909090909091,0.8181818181818182,-0.09090909090909083,11,40
Matchbox Twenty vs Andy Summers,0.9090909090909091,0.8181818181818182,-0.09090909090909083,11,42
Collective Soul vs 6LACK,0.9090909090909091,0.8181818181818182,-0.09090909090909083,11,40
Lee Brice vs Babytron,0.9090909090909091,0.8181818181818182,-0.09090909090909083,11,44
Eric Johnson vs Citizen,0.9090909090909091,0.8181818181818182,-0.09090909090909083,11,41
Lee Brice vs Turnpike Troubadours,0.9090909090909091,0.8181818181818182,-0.09090909090909083,11,42
Eric Johnson vs Ne Obliviscaris,0.9090909090909091,0.8181818181818182,-0.09090909090909083,11,41
Eric Johnson vs MercyMe,0.9090909090909091,0.8181818181818182,-0.09090909090909083,11,43
Collective Soul vs Paul Cauthen,0.9090909090909091,0.8181818181818182,-0.09090909090909083,11,44
Lee Brice vs Santa Fe Klan,0.9090909090909091,0.8181818181818182,-0.09090909090909083,11,42
Lee Brice vs Incubus,0.9090909090909091,0.8181818181818182,-0.09090909090909083,11,42
Collective Soul vs Mammoth WVH,0.9090909090909091,0.8181818181818182,-0.09090909090909083,11,40
Gov't Mule vs Giant Rooks,0.9090909090909091,0.8181818181818182,-0.09090909090909083,11,43
Eric Johnson vs We Came As Romans,0.9090909090909091,0.8181818181818182,-0.09090909090909083,11,43
Collective Soul vs Rebelution,0.9090909090909091,0.8181818181818182,-0.09090909090909083,11,41
Matchbox Twenty vs The Avett Brothers,0.9090909090909091,0.8181818181818182,-0.09090909090909083,11,41
Lee Brice vs Todrick Hall,0.9090909090909091,0.8181818181818182,-0.09090909090909083,11,44
Matchbox Twenty vs Benise,0.9090909090909091,0.8181818181818182,-0.09090909090909083,11,42
Gov't Mule vs Wizkid,0.9090909090909091,0.8181818181818182,-0.09090909090909083,11,42
Lee Brice vs Matt and Kim,0.9090909090909091,0.8181818181818182,-0.09090909090909083,11,40
The Avett Brothers vs Killer Queen - A Tribute to Queen,0.9090909090909091,0.8181818181818182,-0.09090909090909083,11,44
The Avett Brothers vs Bryan Adams,0.9090909090909091,0.8181818181818182,-0.09090909090909083,11,42
Collective Soul vs Charlotte Cardin,0.45454545454545453,0.36363636363636365,-0.09090909090909088,11,40
Lee Brice vs The Wallflowers,0.5454545454545454,0.45454545454545453,-0.09090909090909088,11,41
Collective Soul vs Pat Metheny,0.5454545454545454,0.45454545454545453,-0.09090909090909088,11,40
Lee Brice vs Indigo Girls,0.5454545454545454,0.45454545454545453,-0.09090909090909088,11,43
Lee Brice vs Andy Grammer,0.5454545454545454,0.45454545454545453,-0.09090909090909088,11,44
Collective Soul vs Zhu,0.45454545454545453,0.36363636363636365,-0.09090909090909088,11,43
The Avett Brothers vs Theory Of A Deadman,0.5454545454545454,0.45454545454545453,-0.09090909090909088,11,43
Collective Soul vs Kenny Wayne Shepherd,0.45454545454545453,0.36363636363636365,-0.09090909090909088,11,43
The Avett Brothers vs Clint Black,0.5454545454545454,0.45454545454545453,-0.09090909090909088,11,44
Collective Soul vs Hot Mulligan,0.8181818181818182,0.7272727272727273,-0.09090909090909094,11,43
Collective Soul vs Between The Buried And Me,1.0,0.9090909090909091,-0.09090909090909094,11,41
The Avett Brothers vs Tower of Power,0.8181818181818182,0.7272727272727273,-0.09090909090909094,11,40
Lee Brice vs Hardy,0.8181818181818182,0.7272727272727273,-0.09090909090909094,11,40
The Avett Brothers vs Men I Trust,0.6363636363636364,0.5454545454545454,-0.09090909090909094,11,43
Eric Johnson vs Excision,1.0,0.9090909090909091,-0.09090909090909094,11,42
Matchbox Twenty vs Cody Johnson,0.8181818181818182,0.7272727272727273,-0.09090909090909094,11,43
The Avett Brothers vs Sam Hunt,0.6363636363636364,0.5454545454545454,-0.09090909090909094,11,44
The Avett Brothers vs Daniel Caesar,0.8181818181818182,0.7272727272727273,-0.09090909090909094,11,42
The Avett Brothers vs Chris Stapleton,1.0,0.9090909090909091,-0.09090909090909094,11,42
Lee Brice vs George Clanton,1.0,0.9090909090909091,-0.09090909090909094,11,42
Matchbox Twenty vs Nation of Language,1.0,0.9090909090909091,-0.09090909090909094,11,44
Eric Johnson vs Thomas Rhett,1.0,0.9090909090909091,-0.09090909090909094,11,44
Lee Brice vs Justin Moore,0.6363636363636364,0.5454545454545454,-0.09090909090909094,11,42
Collective Soul vs Ruben Studdard,0.8181818181818182,0.7272727272727273,-0.09090909090909094,11,40
Eric Johnson vs Mac Sabbath,0.7272727272727273,0.6363636363636364,-0.09090909090909094,11,40
Lee Brice vs Iration,1.0,0.9090909090909091,-0.09090909090909094,11,42
Eric Johnson vs Zac Brown Band,1.0,0.9090909090909091,-0.09090909090909094,11,43
Matchbox Twenty vs Tate McRae,1.0,0.9090909090909091,-0.09090909090909094,11,43
Lee Brice vs Billy Raffoul,1.0,0.9090909090909091,-0.09090909090909094,11,40
Lee Brice vs Peter McPoland,0.8181818181818182,0.7272727272727273,-0.09090909090909094,11,43
Matchbox Twenty vs Cooper Alan,1.0,0.9090909090909091,-0.09090909090909094,11,43
Matchbox Twenty vs BabyJake,1.0,0.9090909090909091,-0.09090909090909094,11,40
Eric Johnson vs Vacations,0.8181818181818182,0.7272727272727273,-0.09090909090909094,11,42
Lee Brice vs Clutch,0.7272727272727273,0.6363636363636364,-0.09090909090909094,11,44
Eric Johnson vs Iration,1.0,0.9090909090909091,-0.09090909090909094,11,40
Collective Soul vs Travis Tritt,0.6363636363636364,0.5454545454545454,-0.09090909090909094,11,42
The Avett Brothers vs Rebelution,0.6363636363636364,0.5454545454545454,-0.09090909090909094,11,41
Collective Soul vs Band of Horses,0.6363636363636364,0.5454545454545454,-0.09090909090909094,11,42
Eric Johnson vs Mary Chapin Carpenter,1.0,0.9090909090909091,-0.09090909090909094,11,44
The Avett Brothers vs Band of Horses,0.8181818181818182,0.7272727272727273,-0.09090909090909094,11,42
Matchbox Twenty vs Eric Bellinger,1.0,0.9090909090909091,-0.09090909090909094,11,43
Lee Brice vs Henry Rollins,1.0,0.9090909090909091,-0.09090909090909094,11,41
Lee Brice vs Gipsy Kings featuring Nicolas Reyes,0.7272727272727273,0.6363636363636364,-0.09090909090909094,11,44
Matchbox Twenty vs JVKE,0.6363636363636364,0.5454545454545454,-0.09090909090909094,11,44
Matchbox Twenty vs Bad Religion,1.0,0.9090909090909091,-0.09090909090909094,11,43
Lee Brice vs Larry Fleet,1.0,0.9090909090909091,-0.09090909090909094,11,41
Eric Johnson vs Lil Darkie,0.8181818181818182,0.7272727272727273,-0.09090909090909094,11,44
Collective Soul vs Wheeler Walker Jr.,0.8181818181818182,0.7272727272727273,-0.09090909090909094,11,43
Eric Johnson vs Tennis (Band),0.8181818181818182,0.7272727272727273,-0.09090909090909094,11,40
The Avett Brothers vs Slightly Stoopid,0.6363636363636364,0.5454545454545454,-0.09090909090909094,11,42
The Avett Brothers vs Diana Krall,0.6363636363636364,0.5454545454545454,-0.09090909090909094,11,42
Gov't Mule vs Greensky Bluegrass,0.8571428571428571,0.7619047619047619,-0.09523809523809523,21,81
Gov't Mule vs Jelly Roll,0.8571428571428571,0.7619047619047619,-0.09523809523809523,21,84
Gov't Mule vs Parker McCollum,0.7619047619047619,0.6666666666666666,-0.09523809523809523,21,81
Gov't Mule vs Disturbed,0.8571428571428571,0.7619047619047619,-0.09523809523809523,21,82
Eric Johnson vs This Wild Life,0.7,0.6,-0.09999999999999998,10,37
Collective Soul vs Poolside,0.9,0.8,-0.09999999999999998,10,38
Collective Soul vs Lil Darkie,0.9,0.8,-0.09999999999999998,10,40
The Avett Brothers vs Dwight Yoakam,0.5,0.4,-0.09999999999999998,10,40
The Avett Brothers vs Christian Nodal,0.9,0.8,-0.09999999999999998,10,39
The Avett Brothers vs The Postal Service,0.5,0.4,-0.09999999999999998,10,37
Collective Soul vs Machine Head,0.9,0.8,-0.09999999999999998,10,37
The Avett Brothers vs Lil Yachty,0.9,0.8,-0.09999999999999998,10,38
Eric Johnson vs Kitchen Dwellers,0.7,0.6,-0.09999999999999998,10,37
Collective Soul vs Polaris,0.9,0.8,-0.09999999999999998,10,38
Collective Soul vs Noname,0.9,0.8,-0.09999999999999998,10,37
Matchbox Twenty vs Ocean Alley,1.0,0.9,-0.09999999999999998,10,39
Lee Brice vs 38 Special,0.5,0.4,-0.09999999999999998,10,39
Matchbox Twenty vs The National Parks,1.0,0.9,-0.09999999999999998,10,38
Matchbox Twenty vs Zeds Dead,0.9,0.8,-0.09999999999999998,10,39
Lee Brice vs Collective Soul,0.6,0.5,-0.09999999999999998,10,37
Matchbox Twenty vs Brothers Osborne,1.0,0.9,-0.09999999999999998,10,39
Lee Brice vs Alejandro Fernandez,0.9,0.8,-0.09999999999999998,10,37
Lee Brice vs Sam Smith,1.0,0.9,-0.09999999999999998,10,39
Lee Brice vs Benise,0.7,0.6,-0.09999999999999998,10,38
Eric Johnson vs Militarie Gun,0.7,0.6,-0.09999999999999998,10,38
The Avett Brothers vs Little River Band,1.0,0.9,-0.09999999999999998,10,40
The Avett Brothers vs Iration,0.9,0.8,-0.09999999999999998,10,36
Lee Brice vs Ocie Elliott,0.9,0.8,-0.09999999999999998,10,36
Eric Johnson vs The Smashing Pumpkins,1.0,0.9,-0.09999999999999998,10,40
The Avett Brothers vs Ashley McBryde,0.9,0.8,-0.09999999999999998,10,40
Collective Soul vs Justin Moore,0.6,0.5,-0.09999999999999998,10,36
Collective Soul vs Owl City,0.6,0.5,-0.09999999999999998,10,39
Lee Brice vs Alt-J,1.0,0.9,-0.09999999999999998,10,36
Eric Johnson vs Goose,0.9,0.8,-0.09999999999999998,10,38
Collective Soul vs Apashe,0.9,0.8,-0.09999999999999998,10,38
Eric Johnson vs Everclear,0.9,0.8,-0.09999999999999998,10,40
Collective Soul vs Dylan Scott,0.9,0.8,-0.09999999999999998,10,38
Lee Brice vs Adventure Club,0.9,0.8,-0.09999999999999998,10,36
Collective Soul vs Loreena McKennitt,0.7,0.6,-0.09999999999999998,10,37
Lee Brice vs Niko Moon,0.9,0.8,-0.09999999999999998,10,39
Collective Soul vs Incubus,0.9,0.8,-0.09999999999999998,10,36
Collective Soul vs Polyphia,0.7,0.6,-0.09999999999999998,10,37
"Eric Johnson vs nothing,nowhere.",0.6,0.5,-0.09999999999999998,10,39
The Avett Brothers vs Boy George,1.0,0.9,-0.09999999999999998,10,37
The Avett Brothers vs Fall Out Boy,1.0,0.9,-0.09999999999999998,10,39
Lee Brice vs Eric Bellinger,0.7,0.6,-0.09999999999999998,10,39
The Avett Brothers vs Jason Bonham's Led Zeppelin Experience,0.9,0.8,-0.09999999999999998,10,38
The Avett Brothers vs Tash Sultana,1.0,0.9,-0.09999999999999998,10,37
Collective Soul vs MercyMe,1.0,0.9,-0.09999999999999998,10,39
Matchbox Twenty vs Mushroomhead,1.0,0.9,-0.09999999999999998,10,38
Lee Brice vs Angel Olsen,0.9,0.8,-0.09999999999999998,10,38
Eric Johnson vs Bush,0.9,0.8,-0.09999999999999998,10,36
The Avett Brothers vs Noname,1.0,0.9,-0.09999999999999998,10,37
Collective Soul vs Gipsy Kings featuring Nicolas Reyes,0.7,0.6,-0.09999999999999998,10,38
Lee Brice vs Nightly,0.9,0.8,-0.09999999999999998,10,38
Collective Soul vs Joy Oladokun,1.0,0.9,-0.09999999999999998,10,37
Eric Johnson vs Escape The Fate,0.9,0.8,-0.09999999999999998,10,40
